City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,salinopolis,-0.6136,-47.3561,23.86,93,100,2.99,BR,1676578555
277,constitucion,-35.3333,-72.4167,20.74,45,86,8.27,CL,1676578556
278,manokwari,-0.8667,134.0833,25.6,84,100,3.18,ID,1676578556
279,telimele,10.9167,-13.3333,26.85,39,85,2.71,GN,1676578556
280,ilulissat,69.2167,-51.1,-17.99,78,75,3.09,GL,1676578556
281,oistins,13.0667,-59.5333,28.05,61,40,10.29,BB,1676578556
282,tolaga bay,-38.3667,178.3,14.03,86,100,4.82,NZ,1676578556
283,baykit,61.67,96.37,-14.98,98,100,1.95,RU,1676578556
284,moerai,-22.4333,-151.3333,27.09,73,27,3.48,PF,1676578556
285,ahipara,-35.1667,173.1667,18.73,73,15,4.85,NZ,1676578556
286,yerofey pavlovich,53.9667,121.9667,-16.92,98,100,1.15,RU,1676578557
287,tres picos,15.8667,-93.5333,30.63,47,0,3.77,MX,1676578557
288,sept-iles,50.2001,-66.3821,2.29,53,75,9.77,CA,1676578557
289,romanovka,51.7443,42.7527,-15.57,100,93,1.88,RU,1676578557
290,bowen,-20.0167,148.2333,25.51,75,100,6.13,AU,1676578557
291,lewiston,44.1003,-70.2148,13.66,50,99,0.18,US,1676578557
292,husavik,66.0449,-17.3389,-3.3,81,59,3.89,IS,1676578557
293,lasa,46.6166,10.7002,3.53,75,86,1.91,IT,1676578557
294,dire,12.2833,-10.9667,31.9,13,97,1.34,ML,1676578557
295,brandenburg,52.4167,12.55,9.39,82,100,3.85,DE,1676578521
296,santiago del estero,-27.7951,-64.2615,27.26,65,100,7.68,AR,1676578558
297,touros,-5.1989,-35.4608,27.92,71,100,6.11,BR,1676578558
298,mae hong son,19.3003,97.9685,17.79,97,39,0.91,TH,1676578558
299,port hedland,-20.3167,118.5667,31.03,74,7,4.63,AU,1676578558
300,san carlos de bariloche,-41.1456,-71.3082,16.86,16,20,2.57,AR,1676578448
301,tautira,-17.7333,-149.15,27.25,74,28,4.22,PF,1676578559
302,grand gaube,-20.0064,57.6608,23.54,73,3,1.79,MU,1676578559
303,xuzhou,34.1805,117.1571,3.17,87,3,1.55,CN,1676578559
304,dunedin,-45.8742,170.5036,16.0,74,33,2.35,NZ,1676578559
305,ormara,25.2088,64.6357,22.85,66,68,5.37,PK,1676578559
306,kodiak,57.79,-152.4072,-3.27,63,40,1.54,US,1676578559
307,puerto carreno,6.189,-67.4859,32.99,46,40,4.63,CO,1676578559
308,mecca,21.4267,39.8261,19.5,42,0,4.23,SA,1676578309
309,alofi,-19.0595,-169.9187,25.94,89,75,2.06,NU,1676578560
310,nongan,44.382,125.1685,-7.23,93,48,4.61,CN,1676578560
311,tarata,-17.6167,-66.0167,27.68,32,44,3.87,BO,1676578560
312,bilhaur,26.85,80.0833,16.1,54,7,2.02,IN,1676578560
